taxon_name,trait_name,trait_value,units,value_type,context,source_id,full_reference,
Daviesia cunderdin,post_fire_recruitment,post_fire_recruitment,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,fire_time_from_fire_to_flowering,3:00 AM,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,fire_time_from_fire_to_fruiting,3:00 AM,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,seed_germination,0.33--0.67,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,dispersal_appendage,elaisome,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,dispersers,ants,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,dispersal_syndrome,myrmecochory,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flowering_time,Apr-Jun,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flowering_cues,rain,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,pollination_syndrome,bee wasp,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,fruiting_time,Aug--Oct,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,seedbank_location,soil_seedbank,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,lifespan,10,a,maximum,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,inflorescence_type,solitary_flowers,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flower_length,12,mm,minimum,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flower_length,15,mm,maximum,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flower_width,12,mm,minimum,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flower_width,14,mm,maximum,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia bursarioides,flowering_time,Jul-Sep,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,stem_growth_habit,straggling divaricately_branching,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,leaf_arrangement,scattered,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,inflorescence_type,raceme,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,flowers_per_inflorescence,3--8,'{count}',,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,plant_physical_defence_structures,spine,'{count}',,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,flower_colour,yellow maroon,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,germination_cues,mechanical_soil_disturbance high_light,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,pollination_syndrome,bee wasp,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,dispersal_appendage,elaisome,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,dispersers,ants vertebrates,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,dispersal_syndrome,myrmecochory zoochory,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,seedbank_location,soil_seedbank,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,seed_germination,0.06--0.80,,,seed storage period: fresh seed,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,seed_germination,0.5--1,,,seed storage period: seed stored for 12 months,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,seed_viability,1,'{count}/{count}',,seed storage period: fresh seed,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,seed_viability,0.65,'{count}/{count}',,seed storage period: seed stored for 12 months,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,phytophtera_susceptibility,highly_susceptible,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,leaf_colour,grey_green,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,lifespan,10,a,maximum,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Daviesia bursarioides,reproductive_maturity,3:00 AM,,,,WA Govt 2004,"WA Govt 2004 INTERIM RECOVERY PLAN NO. 163 THREE SPRINGS DAVIESIA (DAVIESIA BURSARIOIDES) INTERIM RECOVERY PLAN 2004-2009, Gillian Stack, Gina Broun & Val English",
Dasymalla axillaris,flowering_time,Jul-Dec,,,,WA Govt 2008,"WA Govt 2008 INTERIM RECOVERY PLAN NO. 284 WOOLLY FOXGLOVE (Pityrodia axillaris) INTERIM RECOVERY PLAN 2008-2013, Department of Environment and Conservation Kensington",
Dasymalla axillaris,stem_hairiness,dense_hairs woolly_hairs white_hairs,,,,WA Govt 2008,,
Dasymalla axillaris,petiole_length,0 mm,,,,WA Govt 2008,,
Dasymalla axillaris,leaf_shape,egg-shaped,,,,WA Govt 2008,,
Dasymalla axillaris,leaf_length,2 cm,,,,WA Govt 2008,,
Dasymalla axillaris,leaf_length,4 cm,,,,WA Govt 2008,,
Dasymalla axillaris,leaf_width,1 cm,,,,WA Govt 2008,,
Dasymalla axillaris,leaf_width,1.5 cm,,,,WA Govt 2008,,
Dasymalla axillaris,inflorescence_type,solitary_flowers clustered_flowers,,,,WA Govt 2008,,
Graptophyllum ilicifolium,flowering_time,Jul-Sep,,,,SPRAT profile,,
Graptophyllum ilicifolium,fruiting_time,"Apr, Jul, Dec",,,,SPRAT profile,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8601,
Graptophyllum ilicifolium,clonal_spread_mechanism,adventitious_roots,,,,SPRAT profile,,
Graptophyllum ilicifolium,bud_bank_location,bud-bearing_root,,,,SPRAT profile,,
Graptophyllum ilicifolium,plant_physical_defence_structures,prickly_leaves,,,leaf_age: young leaves,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_arrangement,opposite,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_surface_reflectivity,shiny,,,leaf surface: upper,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_surface_reflectivity,dull,,,leaf surface: lower,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_length,5.5,cm,minimum,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_length,11.5,cm,maximum,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_width,3,cm,minimum,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_width,6,cm,maximum,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,flowers_per_inflorescence,4--6,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,inflorescence_type,flower_cluster,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_margin,toothed_serrate,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,leaf_margin_posture,flat,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Graptophyllum ilicifolium,plant_growth_form,shrub tree,,,,https://apps.des.qld.gov.au/species-search/details/?id=15851,,
Agonis flexuosa,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Anetholea anisata,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Austromyrtus dulcis,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Backhousia citriodora,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Chamelaucium uncinatum,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Choricarpia leptopetala,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Decaspermum humile,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Eugenia reinwardtiana,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Gossia acmenoides,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Gossia gonoclada,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Gossia hillii,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Gossia inophloia,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Lenwebbia prominens,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca fluviatilis,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca leucadendra,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca nodosa,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca polandii,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca quinquenervia,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Melaleuca viridiflora,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia angustifolia,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia costata,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia dumicola,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia maideniana,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia rubescens,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodamnia sessiliflora,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodomyrtus psidioides,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Rhodomyrtus tomentosa,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Syzygium jambos,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Syzygium oleosum,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Tristania neriifolia,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Xanthostemon oppositifolius,myrtle_rust_susceptibility,high_or_extreme,,,,Pegg 2018,"Pegg, G., Carnegie, A., Giblin, F., Perry, S., 2018. Managing myrtle rust in Australia (No. CRC2063). Plant Biosecurity Cooperative Research Centre.",
Eucalyptus caesia,pollination_syndrome,birds,,,pollinator importance: major pollinator,Bezemer_2016,,
Eucalyptus caesia,pollination_syndrome,bees insects,,,pollinator importance: minor pollinator,Bezemer_2016,,
Eucalyptus incrassata,pollination_syndrome,birds,,,pollinator importance: major pollinator,Breed_2012,,
Eucalyptus incrassata,pollination_syndrome,insects,,,pollinator importance: minor pollinator,Breed_2012,,
Euphrasia arguta,flowering_time,Jan-Apr,.na,mode,,Binns_2020,"Binns, D. 2020. Euphrasia Arguta: Management of a species previously presumed extinct. - Australasian Plant Conservation: Journal of the Australian Network for Plant Conservation 21: 10–11.",
Euphrasia arguta,fruiting_time,Jan-Apr,.na,mode,,Binns_2020,"Binns, D. 2020. Euphrasia Arguta: Management of a species previously presumed extinct. - Australasian Plant Conservation: Journal of the Australian Network for Plant Conservation 21: 10–11.",
Euphrasia arguta,germination_cues,clearing rain,,,,Binns_2020,"Binns, D. 2020. Euphrasia Arguta: Management of a species previously presumed extinct. - Australasian Plant Conservation: Journal of the Australian Network for Plant Conservation 21: 10–11.",
Euphrasia arguta,post_disturbance_recruitment,post_disturbance_recruitment,,,,Binns_2020,"Binns, D. 2020. Euphrasia Arguta: Management of a species previously presumed extinct. - Australasian Plant Conservation: Journal of the Australian Network for Plant Conservation 21: 10–11.",

